team_id,team_display_name,cust_id,display_name,oldi_rating,avg_lap,laps_complete,avg_lap_valid,laps_complete_valid,speed,time,time_valid,percentage
-223528,SimVision,465352,Filipe RC Barreto,6202,126.1635,35,125.86257419354838,31,186.33536135320966,4415.7225,3901.7398,44.0
-223528,SimVision,301748,Joao Nascimento,3073,126.3941,23,126.394065,20,185.55181561096245,2907.0643,2527.8813,29.0
-223528,SimVision,339819,Joao Reis,4427,126.2549,21,126.25492352941176,17,185.75630626980328,2651.3529000000003,2146.3336999999997,27.0
-218497,Blue Chip Racing,277870,Raymond Yip,5331,132.3086,42,128.39983333333333,33,182.65326078979854,5556.961200000001,4237.1945,53.0
-110547,Carbono eSports,364474,Rubens Llorente,5137,125.3018,9,125.30181666666668,6,187.16925952949072,1127.7162,751.8109000000001,11.0
-299312,CM x MSi Gaming GT3,732337,Davide De Marco2,2193,126.9607,10,126.96066666666667,9,184.72373262480244,1269.607,1142.646,13.0
-298040,Peaky Drivers GT3,496743,Aleix Garcia,4058,126.3536,11,126.35364444444446,9,185.61117367304536,1389.8896,1137.1828,14.0
-278379,Platinum Racing Team Orange,416545,Martin Hobson,2558,125.8394,9,125.83944285714287,7,186.3696128234152,1132.5546,880.8761000000001,11.0
-302748,Platinum Racing Team White,662261,David Flores M. Pires,2124,127.2671,26,127.26708,20,184.278984346934,3308.9446,2545.3416,33.0
-134184,GROW RACING TEAM RED,286658,Marcelo Eusébio,5071,127.2319,14,126.71655555555554,9,185.07959074785458,1781.2466,1140.4489999999998,18.0
-257829,SR TECHNIC #PEC,515776,Rui Filipe Pinheiro,2104,126.5804,19,126.58037777777777,18,185.27870318394093,2405.0276,2278.4467999999997,24.0
-96989,Chicane Online Racing Red,445418,Thomas Fischer2,3653,126.0462,6,126.046225,4,186.06386857837273,756.2772,504.1849,8.0
-299092,YS Sim-Sport PEC,564555,Mauro Dragoni,2672,126.5861,24,126.58607619047619,21,185.27036265750434,3038.0664,2658.3076,30.0
-62993,Fury Simsport Academy,81643,Bryan Krauss,3234,126.7141,18,126.71414666666665,15,185.08310918822957,2280.8538,1900.7121999999997,23.0
-62993,Fury Simsport Academy,722391,Matthew Luke Sr,2490,127.64,10,127.6399888888889,9,183.7406007894252,1276.4,1148.7599,13.0
-252527,Krips Racing Blue,614536,Louis Greig,2114,126.7287,8,126.72872857142856,7,185.0618127994656,1013.8296,887.1011,10.0
-140651,Chicane Online Racing Orange,595176,Christopher Rowe3,1718,131.1817,12,126.66588,5,185.15363603205537,1574.1804000000002,633.3294,15.0
-258771,PROTOSIM #2,648414,Cristiano Rocha,3940,126.7885,12,126.70671999999999,10,185.093957472816,1521.462,1267.0672,15.0
-258771,PROTOSIM #2,796249,Guilherme Costa Reis,2591,127.4262,16,127.4261642857143,14,184.0489225636157,2038.8192,1783.9663,20.0
-264062,Team Upstate GT3,478574,Matias Nievas Soto,2106,128.3289,28,128.13034705882353,17,183.0374207324444,3593.2092000000002,2178.2159,35.0
-280178,Trackside Esports,127270,Simon Van  Dijk,2848,127.8831,16,127.28316666666667,12,184.25569427117227,2046.1296,1527.3980000000001,20.0
-257782,PROTOSIM #3,823793,Luciano Gomes,1953,131.659,3,131.659,3,178.13175129083467,394.977,394.977,4.0
-257782,PROTOSIM #3,777046,Ruben Carrapato,2129,0.0,1,0.0,0,inf,0.0,0.0,1.0
